rle,xup,yup,yxxup,xlo,ylo,yxxlo,alpha_te,beta_te,CL,CD,CM
0.008934375,0.428461875,0.053170156,-0.341589844,0.413243438,-0.049420781,0.683704844,-0.102571563,0.170515313,0.734371112,0.004454471,0.083082787
0.007574375,0.515101875,0.065750156,-0.426489844,0.340883438,-0.061200781,0.825084844,-0.125091563,0.137595313,0.953828709,0.007215205,0.167640299
0.007234375,0.406801875,0.062605156,-0.405264844,0.431333438,-0.064145781,0.719049844,-0.119461563,0.195205313,0.711350925,0.007389146,0.09264216
0.008594375,0.493441875,0.075185156,-0.490164844,0.358973438,-0.052365781,0.577669844,-0.096941563,0.162285313,0.919847618,0.017699933,0.174238837
0.007914375,0.363481875,0.068895156,-0.362814844,0.322793438,-0.070035781,0.648359844,-0.130721563,0.178745313,0.797644263,0.019354907,0.131393963
0.006554375,0.450121875,0.056315156,-0.447714844,0.395153438,-0.058255781,0.789739844,-0.108201563,0.145825313,0.714224842,0.003949603,0.09610131
0.006533125,0.381080625,0.068698594,-0.467613281,0.326185313,-0.054022344,0.584297031,-0.098700938,0.165885938,0.807344099,0.019315422,0.131635383
0.007893125,0.467720625,0.056118594,-0.382713281,0.398545313,-0.065802344,0.725677031,-0.121220938,0.132965938,0.692126846,0.003431906,0.087175751
0.008573125,0.424400625,0.062408594,-0.425163281,0.362365313,-0.048132344,0.796367031,-0.109960938,0.182345938,0.902326399,0.010235579,0.140685731
0.007213125,0.511040625,0.074988594,-0.340263281,0.290005313,-0.059912344,0.654987031,-0.132480938,0.149425938,0.967652726,0.020311688,0.196147953
0.007553125,0.402740625,0.052973594,-0.488838281,0.380455313,-0.062857344,0.619642031,-0.115590938,0.174115938,0.607649905,0.002696925,0.063734381
0.008913125,0.489380625,0.065553594,-0.403938281,0.308095313,-0.051077344,0.761022031,-0.093070938,0.141195938,0.96418934,0.008944407,0.163891364
0.008233125,0.359420625,0.071843594,-0.446388281,0.344275313,-0.068747344,0.831712031,-0.126850938,0.190575938,0.860104694,0.026466352,0.154962424
0.006873125,0.446060625,0.059263594,-0.361488281,0.416635313,-0.056967344,0.690332031,-0.104330938,0.157655938,0.742107293,0.003271057,0.096232966
0.007043125,0.413570625,0.073416094,-0.414550781,0.407590313,-0.058439844,0.566624531,-0.124035938,0.178230938,0.85559718,0.021375409,0.150534131
0.008403125,0.500210625,0.060836094,-0.499450781,0.335230313,-0.070219844,0.708004531,-0.101515938,0.145310938,0.663925366,0.005431796,0.097987702
0.009083125,0.370250625,0.054546094,-0.372100781,0.299050313,-0.052549844,0.778694531,-0.112775938,0.194690938,0.82452294,0.010087767,0.115747288
0.007723125,0.456890625,0.067126094,-0.457000781,0.371410313,-0.064329844,0.637314531,-0.090255938,0.161770938,0.722922449,0.006412651,0.107309798
0.007383125,0.348590625,0.057691094,-0.393325781,0.317140313,-0.061384844,0.601969531,-0.107145938,0.170000938,0.660893394,0.009169499,0.0811116
0.008743125,0.435230625,0.070271094,-0.478225781,0.389500313,-0.049604844,0.743349531,-0.129665938,0.137080938,0.960384256,0.021135844,0.175845477
0.008063125,0.391910625,0.063981094,-0.350875781,0.425680313,-0.067274844,0.814039531,-0.095885938,0.186460938,0.68356117,0.008461704,0.082927189
0.006703125,0.478550625,0.051401094,-0.435775781,0.353320313,-0.055494844,0.672659531,-0.118405938,0.153540938,0.718425948,0.00576395,0.098946471
0.006788125,0.397325625,0.060049844,-0.451694531,0.294527813,-0.048868594,0.734513281,-0.131073438,0.151483438,0.901843507,0.013506565,0.150603983
0.008148125,0.483965625,0.072629844,-0.366794531,0.366887813,-0.060648594,0.593133281,-0.108553438,0.184403438,0.883536699,0.013286888,0.1573126
0.008828125,0.354005625,0.066339844,-0.494144531,0.403067813,-0.054758594,0.663823281,-0.119813438,0.135023438,0.798137674,0.019616627,0.115547127
0.007468125,0.440645625,0.053759844,-0.409244531,0.330707813,-0.066538594,0.805203281,-0.097293438,0.167943438,0.632689174,0.002986345,0.079096717
0.007808125,0.375665625,0.069484844,-0.430469531,0.421157813,-0.069483594,0.769858281,-0.102923438,0.159713438,0.704012023,0.015298754,0.09615916
0.009168125,0.462305625,0.056904844,-0.345569531,0.348797813,-0.057703594,0.628478281,-0.125443438,0.192633438,0.814067643,0.005099267,0.111844827
0.008488125,0.418985625,0.050614844,-0.472919531,0.312617813,-0.063593594,0.699168281,-0.091663438,0.143253438,0.559643193,0.00389571,0.05727475
0.007128125,0.505625625,0.063194844,-0.388019531,0.384977813,-0.051813594,0.840548281,-0.114183438,0.176173438,0.95343775,0.005816502,0.156621703
0.006958125,0.364835625,0.055332344,-0.356182031,0.375932813,-0.050341094,0.716840781,-0.094478438,0.163828438,0.740007121,0.008067404,0.093347805
0.008318125,0.451475625,0.067912344,-0.441082031,0.303572813,-0.062121094,0.575460781,-0.116998438,0.196748438,0.787864026,0.008631334,0.126983192
0.008998125,0.408155625,0.074202344,-0.398632031,0.339752813,-0.056231094,0.646150781,-0.105738438,0.147368438,0.907722407,0.025040603,0.167448637
0.007638125,0.494795625,0.061622344,-0.483532031,0.412112813,-0.068011094,0.787530781,-0.128258438,0.180288438,0.738050741,0.006285508,0.112354387
0.007298125,0.429815625,0.064767344,-0.377407031,0.357842813,-0.065066094,0.752185781,-0.122628438,0.155598438,0.817480065,0.010179941,0.132081429
0.008658125,0.516455625,0.052187344,-0.462307031,0.430202813,-0.053286094,0.610805781,-0.100108438,0.188518438,0.649378181,0.007929528,0.078475295
0.007978125,0.386495625,0.058477344,-0.419857031,0.394022813,-0.059176094,0.681495781,-0.133888438,0.139138438,0.762349811,0.007996232,0.100759121
0.006618125,0.473135625,0.071057344,-0.504757031,0.321662813,-0.047396094,0.822875781,-0.111368438,0.172058438,0.99697308,0.02328047,0.207430552
0.006575625,0.427108125,0.054152969,-0.395978906,0.427941563,-0.069115469,0.659405156,-0.117702188,0.136052188,0.57574051,0.001957127,0.059246541
0.007935625,0.513748125,0.066732969,-0.480878906,0.355581563,-0.057335469,0.800785156,-0.095182188,0.168972188,0.891563213,0.006306096,0.149053426
0.008615625,0.383788125,0.073022969,-0.353528906,0.319401563,-0.063225469,0.730095156,-0.128962188,0.152512188,0.925503777,0.027225288,0.176252541
0.007255625,0.470428125,0.060442969,-0.438428906,0.391761563,-0.051445469,0.588715156,-0.106442188,0.185432188,0.799626447,0.004573575,0.115435482
0.007595625,0.362128125,0.063587969,-0.417203906,0.301311563,-0.048500469,0.694750156,-0.100812188,0.144282188,0.887334446,0.019686911,0.145592585
0.008955625,0.448768125,0.051007969,-0.502103906,0.373671563,-0.060280469,0.836130156,-0.123332188,0.177202188,0.697230991,0.006918835,0.085860245
0.008275625,0.405448125,0.057297969,-0.374753906,0.409851563,-0.054390469,0.765440156,-0.112072188,0.160742188,0.757777184,0.005212832,0.093440411
0.006915625,0.492088125,0.069877969,-0.459653906,0.337491563,-0.066170469,0.624060156,-0.134592188,0.193662188,0.847824723,0.011430514,0.158704014
0.007085625,0.372958125,0.062015469,-0.491491406,0.346536563,-0.067642969,0.641732656,-0.109257188,0.140167188,0.636454676,0.009311218,0.080732309
0.008445625,0.459598125,0.074595469,-0.406591406,0.418896563,-0.055862969,0.783112656,-0.131777188,0.173087188,0.961261156,0.022687739,0.183995726
0.009125625,0.416278125,0.068305469,-0.449041406,0.382716563,-0.061752969,0.712422656,-0.097997188,0.156627188,0.771108053,0.011723742,0.114810949
0.007765625,0.502918125,0.055725469,-0.364141406,0.310356563,-0.049972969,0.571042656,-0.120517188,0.189547188,0.852875274,0.005508908,0.126163092
0.007425625,0.394618125,0.071450469,-0.470266406,0.364626563,-0.052917969,0.677077656,-0.126147188,0.131937188,0.917196265,0.026156877,0.168580621
0.008785625,0.481258125,0.058870469,-0.385366406,0.292266563,-0.064697969,0.818457656,-0.103627188,0.164857188,0.752615101,0.003941799,0.107240037
0.008105625,0.351298125,0.052580469,-0.427816406,0.328446563,-0.058807969,0.747767656,-0.114887188,0.148397188,0.691876944,0.006605872,0.082629297
0.006745625,0.437938125,0.065160469,-0.342916406,0.400806563,-0.070587969,0.606387656,-0.092367188,0.181317188,0.653938216,0.004947467,0.083779813
0.006660625,0.356713125,0.075381719,-0.380060156,0.396284063,-0.063961719,0.809621406,-0.102219688,0.187489688,0.891651824,0.02911387,0.162263976
0.008020625,0.443353125,0.062801719,-0.464960156,0.323924063,-0.052181719,0.668241406,-0.124739688,0.154569688,0.892359074,0.008531329,0.143825083
0.008700625,0.400033125,0.056511719,-0.422510156,0.360104063,-0.069851719,0.597551406,-0.090959688,0.171029688,0.549234576,0.001694133,0.050245202
0.007340625,0.486673125,0.069091719,-0.507410156,0.432464063,-0.058071719,0.738931406,-0.113479688,0.138109688,0.813489776,0.011533556,0.13800127
0.007680625,0.421693125,0.059656719,-0.358835156,0.342014063,-0.055126719,0.844966406,-0.130369688,0.195719688,0.907764392,0.009702213,0.145831704
0.009040625,0.508333125,0.072236719,-0.443735156,0.414374063,-0.066906719,0.703586406,-0.107849688,0.162799688,0.846346099,0.008141477,0.138774213
0.008360625,0.378373125,0.065946719,-0.401285156,0.378194063,-0.049236719,0.632896406,-0.119109688,0.179259688,0.892365482,0.019033182,0.143999943
0.007000625,0.465013125,0.053366719,-0.486185156,0.305834063,-0.061016719,0.774276406,-0.096589688,0.146339688,0.647934937,0.004874921,0.088136703
0.006830625,0.410863125,0.067519219,-0.433122656,0.314879063,-0.059544219,0.791948906,-0.121924688,0.191604688,0.871202503,0.01757764,0.157025819
0.008190625,0.497503125,0.054939219,-0.348222656,0.387239063,-0.047764219,0.650568906,-0.099404688,0.158684688,0.798781338,0.005488261,0.106946134
0.008870625,0.367543125,0.061229219,-0.475572656,0.423419063,-0.065434219,0.579878906,-0.133184688,0.175144688,0.665909729,0.008875428,0.076241016
0.007510625,0.454183125,0.073809219,-0.390672656,0.351059063,-0.053654219,0.721258906,-0.110664688,0.142224688,0.95991237,0.023437132,0.188723466
0.007170625,0.389203125,0.051794219,-0.454347656,0.405329063,-0.056599219,0.827293906,-0.093774688,0.183374688,0.635001851,0.001992445,0.063426436
0.008530625,0.475843125,0.064374219,-0.369447656,0.332969063,-0.068379219,0.685913906,-0.116294688,0.150454688,0.78931097,0.004196278,0.118579886
0.007850625,0.432523125,0.070664219,-0.496797656,0.296789063,-0.050709219,0.615223906,-0.105034688,0.166914688,0.889306274,0.019322232,0.163180046
0.006490625,0.519163125,0.058084219,-0.411897656,0.369149063,-0.062489219,0.756603906,-0.127554688,0.133994688,0.796673328,0.005093296,0.124817523
0.006495938,0.432861563,0.066782109,-0.461312109,0.410134219,-0.047718203,0.838891484,-0.119021719,0.163699844,0.911890834,0.016584451,0.158694365
0.007855938,0.519501563,0.054202109,-0.376412109,0.337774219,-0.059498203,0.697511484,-0.096501719,0.196619844,0.71507952,0.005803363,0.100415359
0.008535938,0.389541563,0.060492109,-0.503762109,0.301594219,-0.053608203,0.626821484,-0.130281719,0.147239844,0.814980643,0.010481576,0.120237144
0.007175938,0.476181563,0.073072109,-0.418862109,0.373954219,-0.065388203,0.768201484,-0.107761719,0.180159844,0.853675294,0.014537428,0.157136839
0.007515938,0.367881563,0.051057109,-0.440087109,0.319684219,-0.068333203,0.803546484,-0.090871719,0.155469844,0.54082123,0.001906245,0.051124116
0.008875938,0.454521563,0.063637109,-0.355187109,0.392044219,-0.056553203,0.662166484,-0.113391719,0.188389844,0.844040158,0.006404712,0.123374407
0.008195938,0.411201563,0.069927109,-0.482537109,0.428224219,-0.062443203,0.591476484,-0.102131719,0.139009844,0.713236952,0.012453925,0.09930099
0.006835938,0.497841563,0.057347109,-0.397637109,0.355864219,-0.050663203,0.732856484,-0.124651719,0.171929844,0.890868676,0.004616764,0.137002329
0.007005938,0.378711563,0.074644609,-0.344574609,0.328729219,-0.052135703,0.821218984,-0.104946719,0.151354844,1.016718542,0.035147566,0.207856682
0.008365938,0.465351563,0.062064609,-0.429474609,0.401089219,-0.063915703,0.679838984,-0.127466719,0.184274844,0.77783033,0.003100755,0.107394773
0.009045938,0.422031563,0.055774609,-0.387024609,0.364909219,-0.058025703,0.609148984,-0.093686719,0.134894844,0.674017445,0.003063877,0.074712625
0.007685938,0.508671563,0.068354609,-0.471924609,0.292549219,-0.069805703,0.750528984,-0.116206719,0.167814844,0.77319709,0.00625254,0.131569015
0.007345938,0.400371563,0.058919609,-0.365799609,0.382999219,-0.066860703,0.785873984,-0.133096719,0.159584844,0.742686734,0.00693528,0.102621403
0.008705938,0.487011563,0.071499609,-0.450699609,0.310639219,-0.055080703,0.644493984,-0.110576719,0.192504844,0.938963106,0.014216294,0.175384176
0.008025938,0.357051563,0.065209609,-0.408249609,0.346819219,-0.060970703,0.573803984,-0.121836719,0.143124844,0.783815975,0.017172117,0.117549719
0.006665938,0.443691563,0.052629609,-0.493149609,0.419179219,-0.049190703,0.715183984,-0.099316719,0.176044844,0.680373556,0.004398357,0.081807826
0.006750938,0.351636563,0.062850859,-0.487843359,0.378476719,-0.055816953,0.706347734,-0.111984219,0.178102344,0.773741213,0.016786912,0.112133042
0.008110938,0.438276563,0.075430859,-0.402943359,0.306116719,-0.067596953,0.847727734,-0.134504219,0.145182344,0.91851707,0.025268429,0.188178536
0.008790938,0.394956563,0.069140859,-0.445393359,0.342296719,-0.049926953,0.777037734,-0.100724219,0.194562344,0.927721478,0.022410504,0.164035351
0.007430938,0.481596563,0.056560859,-0.360493359,0.414656719,-0.061706953,0.635657734,-0.123244219,0.161642344,0.718240388,0.003419613,0.093152671
0.007770938,0.416616563,0.072285859,-0.509068359,0.360386719,-0.064651953,0.671002734,-0.128874219,0.169872344,0.816194158,0.019947235,0.14587988
0.009130938,0.503256563,0.059705859,-0.424168359,0.432746719,-0.052871953,0.812382734,-0.106354219,0.136952344,0.81369581,0.005212247,0.109025184
0.008450938,0.373296563,0.053415859,-0.466618359,0.396566719,-0.070541953,0.741692734,-0.117614219,0.186332344,0.570482998,0.002205471,0.050582996
0.007090938,0.459936563,0.065995859,-0.381718359,0.324206719,-0.058761953,0.600312734,-0.095094219,0.153412344,0.793730162,0.006922925,0.124401367
0.006920938,0.405786563,0.054988359,-0.413555859,0.297071719,-0.057289453,0.688675234,-0.114799219,0.165757344,0.720126429,0.003388804,0.094509589
0.008280938,0.492426563,0.067568359,-0.498455859,0.369431719,-0.069069453,0.830055234,-0.092279219,0.132837344,0.745874129,0.007877937,0.121765755
0.008960938,0.362466563,0.073858359,-0.371105859,0.405611719,-0.051399453,0.759365234,-0.126059219,0.182217344,1.001054328,0.032936424,0.188036887
0.007600938,0.449106563,0.061278359,-0.456005859,0.333251719,-0.063179453,0.617985234,-0.103539219,0.149297344,0.697631482,0.003732191,0.096583645
0.007260938,0.384126563,0.064423359,-0.392330859,0.423701719,-0.060234453,0.653330234,-0.097909219,0.173987344,0.706102956,0.010402676,0.089582514
0.008620938,0.470766563,0.051843359,-0.477230859,0.351341719,-0.048454453,0.794710234,-0.120429219,0.141067344,0.831682793,0.007379169,0.113992194
0.007940938,0.427446563,0.058133359,-0.349880859,0.315161719,-0.066124453,0.724020234,-0.109169219,0.190447344,0.700987001,0.00348772,0.093024508
0.006580938,0.514086563,0.070713359,-0.434780859,0.387521719,-0.054344453,0.582640234,-0.131689219,0.157527344,0.95416615,0.013455439,0.180194321
0.006623438,0.386834063,0.056167734,-0.363146484,0.344557969,-0.062075078,0.763783359,-0.091575469,0.191476094,0.666058382,0.004963496,0.083787682
0.007983438,0.473474063,0.068747734,-0.448046484,0.416917969,-0.050295078,0.622403359,-0.114095469,0.158556094,0.893529417,0.011282385,0.149507135
0.008663438,0.430154063,0.075037734,-0.405596484,0.380737969,-0.067965078,0.693093359,-0.102835469,0.175016094,0.800372587,0.01777136,0.137511679
0.007303438,0.516794063,0.062457734,-0.490496484,0.308377969,-0.056185078,0.834473359,-0.125355469,0.142096094,0.926204242,0.009265053,0.16451229
0.007643438,0.408494063,0.065602734,-0.341921484,0.362647969,-0.053240078,0.728438359,-0.119725469,0.183246094,0.916094945,0.016353548,0.155858996
0.009003438,0.495134063,0.053022734,-0.426821484,0.290287969,-0.065020078,0.587058359,-0.097205469,0.150326094,0.550133968,0.005652202,0.062299994
0.008323438,0.365174063,0.059312734,-0.384371484,0.326467969,-0.047350078,0.657748359,-0.130985469,0.166786094,0.908177395,0.016251343,0.142997131
0.006963438,0.451814063,0.071892734,-0.469271484,0.398827969,-0.059130078,0.799128359,-0.108465469,0.133866094,0.854059746,0.017218336,0.153194758
0.007133438,0.419324063,0.060885234,-0.437433984,0.425962969,-0.060602578,0.746110859,-0.133800469,0.187361094,0.768008544,0.006737746,0.107065951
0.008493438,0.505964063,0.073465234,-0.352533984,0.353602969,-0.048822578,0.604730859,-0.111280469,0.154441094,1.026113349,0.021132289,0.200925843
0.009173438,0.376004063,0.067175234,-0.479883984,0.317422969,-0.066492578,0.675420859,-0.122540469,0.170901094,0.748573423,0.015655302,0.114107412
0.007813438,0.462644063,0.054595234,-0.394983984,0.389782969,-0.054712578,0.816800859,-0.100020469,0.137981094,0.739615541,0.003892664,0.094247643
0.007473438,0.354344063,0.070320234,-0.458658984,0.299332969,-0.057657578,0.710765859,-0.105650469,0.195591094,0.854817162,0.024982345,0.147857106
0.008833438,0.440984063,0.057740234,-0.373758984,0.371692969,-0.069437578,0.569385859,-0.128170469,0.162671094,0.666982685,0.002816741,0.07990021
0.008153438,0.397664063,0.051450234,-0.501108984,0.407872969,-0.051767578,0.640075859,-0.094390469,0.179131094,0.620427578,0.002885038,0.057812364
0.006793438,0.484304063,0.064030234,-0.416208984,0.335512969,-0.063547578,0.781455859,-0.116910469,0.146211094,0.841696742,0.005475634,0.139787034
0.006708438,0.392249063,0.072678984,-0.389677734,0.312900469,-0.070173828,0.631239609,-0.126762969,0.140038594,0.781206556,0.020041117,0.135346618
0.008068438,0.478889063,0.060098984,-0.474577734,0.385260469,-0.058393828,0.772619609,-0.104242969,0.172958594,0.759096874,0.005532451,0.109918753
0.008748438,0.348929063,0.053808984,-0.347227734,0.421440469,-0.064283828,0.843309609,-0.115502969,0.156498594,0.644178448,0.00678481,0.064849504
0.007388438,0.435569063,0.066388984,-0.432127734,0.349080469,-0.052503828,0.701929609,-0.092982969,0.189418594,0.846515498,0.011660164,0.139273286
0.007728438,0.370589063,0.056953984,-0.410902734,0.403350469,-0.049558828,0.595894609,-0.109872969,0.131808594,0.736976964,0.007797845,0.088711948
0.009088438,0.457229063,0.069533984,-0.495802734,0.330990469,-0.061338828,0.737274609,-0.132392969,0.164728594,0.902002693,0.014262241,0.163678037
0.008408438,0.413909063,0.063243984,-0.368452734,0.294810469,-0.055448828,0.807964609,-0.098612969,0.148268594,0.862831756,0.011503881,0.139016525
0.007048438,0.500549063,0.050663984,-0.453352734,0.367170469,-0.067228828,0.666584609,-0.121132969,0.181188594,0.597130877,0.006951541,0.078434528
0.006878438,0.359759063,0.067961484,-0.506415234,0.394305469,-0.065756328,0.613567109,-0.095797969,0.135923594,0.66224268,0.015708202,0.085878506
0.008238438,0.446399063,0.055381484,-0.421515234,0.321945469,-0.053976328,0.754947109,-0.118317969,0.168843594,0.831503851,0.004163346,0.11629807
0.008918438,0.403079063,0.061671484,-0.463965234,0.358125469,-0.059866328,0.825637109,-0.107057969,0.152383594,0.775403665,0.008016921,0.108724013
0.007558438,0.489719063,0.074251484,-0.379065234,0.430485469,-0.048086328,0.684257109,-0.129577969,0.185303594,1.008683227,0.021917476,0.196711083
0.007218438,0.424739063,0.052236484,-0.485190234,0.340035469,-0.051031328,0.578222109,-0.112687969,0.144153594,0.710085836,0.003857004,0.087936312
0.008578438,0.511379063,0.064816484,-0.400290234,0.412395469,-0.062811328,0.719602109,-0.090167969,0.177073594,0.771622059,0.003763282,0.107062206
0.007898438,0.381419063,0.071106484,-0.442740234,0.376215469,-0.056921328,0.790292109,-0.123947969,0.160613594,0.908691094,0.025797538,0.163127612
0.006538438,0.468059063,0.058526484,-0.357840234,0.303855469,-0.068701328,0.648912109,-0.101427969,0.193533594,0.607840806,0.001891743,0.078994424
0.006559688,0.363820313,0.071303047,-0.420188672,0.418048594,-0.067044766,0.726229297,-0.094038594,0.148782969,0.73061177,0.018857743,0.105733574
0.007919688,0.450460313,0.058723047,-0.505088672,0.345688594,-0.055264766,0.584849297,-0.116558594,0.181702969,0.753596227,0.005866814,0.107559791
0.008599688,0.407140313,0.052433047,-0.377738672,0.309508594,-0.061154766,0.655539297,-0.105298594,0.132322969,0.644032702,0.003411554,0.072185445
0.007239688,0.493780313,0.065013047,-0.462638672,0.381868594,-0.049374766,0.796919297,-0.127818594,0.165242969,0.966559877,0.009182987,0.167808223
0.007579688,0.428800313,0.061868047,-0.398963672,0.291418594,-0.052319766,0.761574297,-0.122188594,0.157012969,0.920707729,0.011010775,0.15479514
0.008939688,0.515440313,0.074448047,-0.483863672,0.363778594,-0.064099766,0.620194297,-0.099668594,0.189932969,0.868708543,0.010992832,0.155509782
0.008259688,0.385480313,0.068158047,-0.356513672,0.399958594,-0.058209766,0.690884297,-0.133448594,0.140552969,0.888266158,0.020067706,0.147845892
0.006899688,0.472120313,0.055578047,-0.441413672,0.327598594,-0.069989766,0.832264297,-0.110928594,0.173472969,0.660386178,0.00402547,0.094197233
0.007069688,0.396310313,0.063440547,-0.473251172,0.354733594,-0.068517266,0.708556797,-0.130633594,0.161127969,0.717219143,0.010436311,0.106742505
0.008429688,0.482950313,0.050860547,-0.388351172,0.427093594,-0.056737266,0.567176797,-0.108113594,0.194047969,0.62595577,0.005893035,0.069119235
0.009109688,0.352990313,0.057150547,-0.430801172,0.390913594,-0.062627266,0.637866797,-0.119373594,0.144667969,0.658116271,0.007642108,0.071114312
0.007749688,0.439630313,0.069730547,-0.345901172,0.318553594,-0.050847266,0.779246797,-0.096853594,0.177587969,0.969853238,0.019894136,0.182688976
0.007409688,0.374650313,0.054005547,-0.494476172,0.372823594,-0.047902266,0.743901797,-0.102483594,0.152897969,0.733309362,0.005084162,0.087224798
0.008769688,0.461290313,0.066585547,-0.409576172,0.300463594,-0.059682266,0.602521797,-0.125003594,0.185817969,0.859789391,0.008158962,0.14074143
0.008089688,0.417970313,0.072875547,-0.452026172,0.336643594,-0.053792266,0.673211797,-0.091223594,0.136437969,0.875516424,0.021854475,0.157654619
0.006729688,0.504610313,0.060295547,-0.367126172,0.409003594,-0.065572266,0.814591797,-0.113743594,0.169357969,0.759159769,0.00343813,0.109710117
0.006814688,0.412555313,0.051646797,-0.351207422,0.386391094,-0.058946016,0.593685547,-0.126411094,0.167300469,0.679900669,0.002834258,0.079956454
0.008174688,0.499195313,0.064226797,-0.436107422,0.314031094,-0.047166016,0.735065547,-0.103891094,0.134380469,0.999610163,0.008215604,0.171244583
0.008854688,0.369235313,0.070516797,-0.393657422,0.350211094,-0.064836016,0.805755547,-0.115151094,0.183760469,0.859127,0.022902052,0.148316836
0.007494688,0.455875313,0.057936797,-0.478557422,0.422571094,-0.053056016,0.664375547,-0.092631094,0.150840469,0.68851931,0.004202451,0.085765671
0.007834688,0.347575313,0.067371797,-0.372432422,0.332121094,-0.056001016,0.629030547,-0.109521094,0.175530469,0.877894477,0.02233487,0.146095392
0.009194688,0.434215313,0.054791797,-0.457332422,0.404481094,-0.067781016,0.770410547,-0.132041094,0.142610469,0.662765639,0.003640792,0.07396571
0.008514688,0.390895313,0.061081797,-0.414882422,0.368301094,-0.050111016,0.841100547,-0.098261094,0.191990469,0.844250285,0.01138524,0.123633937
0.007154688,0.477535313,0.073661797,-0.499782422,0.295941094,-0.061891016,0.699720547,-0.120781094,0.159070469,0.855894558,0.017474659,0.168613494
0.006984688,0.380065313,0.059509297,-0.446719922,0.323076094,-0.063363516,0.576013047,-0.101076094,0.179645469,0.623258366,0.006137704,0.074274839
0.008344688,0.466705313,0.072089297,-0.361819922,0.395436094,-0.051583516,0.717393047,-0.123596094,0.146725469,0.983108166,0.020095257,0.184572063
0.009024688,0.423385313,0.065799297,-0.489169922,0.431616094,-0.069253516,0.788083047,-0.112336094,0.196105469,0.678533911,0.006568706,0.086160372
0.007664688,0.510025313,0.053219297,-0.404269922,0.359256094,-0.057473516,0.646703047,-0.134856094,0.163185469,0.779676351,0.007109517,0.112478805
0.007324688,0.401725313,0.075234297,-0.425494922,0.413526094,-0.054528516,0.611358047,-0.117966094,0.171415469,0.891178962,0.026367336,0.161103279
0.008684688,0.488365313,0.062654297,-0.340594922,0.341166094,-0.066308516,0.752738047,-0.095446094,0.138495469,0.777789546,0.004176375,0.112031899
0.008004688,0.358405313,0.056364297,-0.467944922,0.304986094,-0.048638516,0.823428047,-0.129226094,0.187875469,0.893469363,0.014867967,0.139011934
0.006644688,0.445045313,0.068944297,-0.383044922,0.377346094,-0.060418516,0.682048047,-0.106706094,0.154955469,0.830842338,0.012734918,0.140097902
0.006602188,0.409847813,0.057543672,-0.497129297,0.338904844,-0.058577891,0.801337422,-0.122892344,0.186846719,0.765383647,0.006008204,0.111934658
0.007962188,0.496487813,0.070123672,-0.412229297,0.411264844,-0.070357891,0.659957422,-0.100372344,0.153926719,0.767330141,0.005310742,0.116369293
0.008642188,0.366527813,0.063833672,-0.454679297,0.375084844,-0.052687891,0.589267422,-0.134152344,0.170386719,0.849339791,0.017714046,0.130140891
0.007282188,0.453167813,0.051253672,-0.369779297,0.302724844,-0.064467891,0.730647422,-0.111632344,0.137466719,0.632865243,0.003912958,0.079675598
0.007622188,0.388187813,0.073268672,-0.475904297,0.393174844,-0.061522891,0.836682422,-0.094742344,0.195076719,0.814569858,0.022697504,0.136739427
0.008982188,0.474827813,0.060688672,-0.391004297,0.320814844,-0.049742891,0.695302422,-0.117262344,0.162156719,0.95648014,0.006827529,0.150365844
0.008302188,0.431507813,0.054398672,-0.433454297,0.356994844,-0.067412891,0.624612422,-0.106002344,0.178616719,0.593198896,0.002887578,0.065156333
0.006942188,0.518147813,0.066978672,-0.348554297,0.429354844,-0.055632891,0.765992422,-0.128522344,0.145696719,0.956613698,0.009415314,0.16345892
0.007112188,0.355697813,0.052826172,-0.401616797,0.402219844,-0.054160391,0.783664922,-0.103187344,0.190961719,0.683214703,0.005852362,0.075982221
0.008472188,0.442337813,0.065406172,-0.486516797,0.329859844,-0.065940391,0.642284922,-0.125707344,0.158041719,0.766404933,0.007433322,0.118871184
0.009152188,0.399017813,0.071696172,-0.359166797,0.293679844,-0.048270391,0.571594922,-0.091927344,0.174501719,0.935691136,0.023683862,0.168308033
0.007792188,0.485657813,0.059116172,-0.444066797,0.366039844,-0.060050391,0.712974922,-0.114447344,0.141581719,0.774127728,0.00481028,0.112903465
0.007452188,0.420677813,0.068551172,-0.422841797,0.311769844,-0.062995391,0.819009922,-0.131337344,0.182731719,0.891942912,0.018158628,0.165718007
0.008812188,0.507317813,0.055971172,-0.507741797,0.384129844,-0.051215391,0.677629922,-0.108817344,0.149811719,0.769724738,0.008472701,0.109095327
0.008132188,0.377357813,0.062261172,-0.380391797,0.420309844,-0.068885391,0.606939922,-0.120077344,0.166271719,0.654916065,0.008401265,0.076379385
0.006772188,0.463997813,0.074841172,-0.465291797,0.347949844,-0.057105391,0.748319922,-0.097557344,0.133351719,0.894550338,0.021475408,0.175632169
0.006687188,0.371942813,0.064619922,-0.428148047,0.307247344,-0.050479141,0.668793672,-0.107409844,0.139524219,0.862635309,0.018817159,0.142676457
0.008047188,0.458582813,0.052039922,-0.343248047,0.379607344,-0.062259141,0.810173672,-0.129929844,0.172444219,0.736013679,0.005055244,0.095571254
0.008727188,0.415262813,0.058329922,-0.470598047,0.415787344,-0.056369141,0.739483672,-0.096149844,0.155984219,0.693092104,0.002689257,0.075924862
0.007367188,0.501902813,0.070909922,-0.385698047,0.343427344,-0.068149141,0.598103672,-0.118669844,0.188904219,0.83891177,0.008551695,0.146910916
